1,015,0.5,0.5,0.5,0.5,0.0,0.0
2,015,0.5,0.5,0.5,0.5,0.0,0.0
3,015,0.5,0.5,0.5,0.5,0.0,0.0
4,015,0.5,0.5,0.5,0.5,0.0,0.0
5,015,0.5,0.5,0.5,0.5,0.0,0.0
6,015,0.5,0.5,0.5,0.5,0.0,0.0
7,015,0.5,0.5,0.5,0.5,0.0,0.0
8,015,0.5,0.5,0.5,0.5,0.0,0.0
9,015,0.5,0.5,0.5,0.5,0.0,0.0
10,015,0.02,0.5,0.02,0.452,0.1517893276880822,I don't really have anything that make me angry recently perhaps the most.
11,015,0.5,0.5,0.02,0.45636363636363636,0.14472544539732654,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
12,015,0.5,0.5,0.02,0.46,0.13856406460551018,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
13,015,0.5,0.5,0.02,0.46307692307692305,0.13312804709405499,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
14,015,0.5,0.5,0.02,0.4657142857142857,0.12828539611796372,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
15,015,0.5,0.5,0.02,0.468,0.12393546707863734,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
16,015,0.5,0.5,0.02,0.47,0.12,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
17,015,0.5,0.5,0.02,0.4717647058823529,0.11641710001743982,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
18,015,0.5,0.5,0.02,0.47333333333333333,0.1131370849898476,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
19,015,0.5,0.5,0.02,0.4747368421052632,0.11011955225786964,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
20,015,0.5,0.5,0.02,0.476,0.1073312629199899,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
21,015,0.5,0.5,0.02,0.47714285714285715,0.10474458731327634,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
22,015,0.5,0.5,0.02,0.4781818181818182,0.10233634385069301,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
23,015,0.5,0.5,0.02,0.4791304347826087,0.10008691874739588,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
24,015,0.5,0.5,0.02,0.48,0.09797958971132711,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
25,015,0.5,0.5,0.02,0.4808,0.096,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
26,015,0.5,0.5,0.02,0.4815384615384615,0.09413574486632834,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
27,015,0.5,0.5,0.02,0.4822222222222222,0.09237604307034011,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
28,015,0.5,0.5,0.02,0.4828571428571429,0.09071147352221454,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
29,015,0.11,0.5,0.02,0.47,0.11282097069504156,One thing that can make me angry recently is that I cannot complete tasks that I plan for each day on time and I think this is almost because of my bad.
30,015,0.5,0.5,0.02,0.471,0.11099394205277058,Time schedule.
31,015,0.8,0.8,0.02,0.48161290322580647,0.12409933586160049,Time schedule.
32,015,0.5,0.8,0.02,0.4821875,0.12212458934457322,"Yeah, this is the things that makes me angry."
33,015,0.5,0.8,0.02,0.4827272727272727,0.1202412347967807,"Yeah, this is the things that makes me angry."
34,015,0.5,0.8,0.02,0.48323529411764704,0.11844243169434023,"Yeah, this is the things that makes me angry."
35,015,0.5,0.8,0.02,0.4837142857142857,0.11672203568069475,"Yeah, this is the things that makes me angry."
36,015,0.5,0.8,0.02,0.4841666666666667,0.11507451002347503,"Yeah, this is the things that makes me angry."
37,015,0.5,0.8,0.02,0.4845945945945946,0.11349485046063139,"Yeah, this is the things that makes me angry."
38,015,0.04,0.8,0.02,0.47289473684210526,0.13317145816145362,"Yeah, this is the things that makes me angry."
39,015,0.5,0.8,0.02,0.4735897435897436,0.13147917945013154,If you are angry what's your facial expression look like just no expression.
40,015,0.5,0.8,0.02,0.47425,0.12984976526148032,If you are angry what's your facial expression look like just no expression.
41,015,0.5,0.8,0.02,0.4748780487804878,0.12827942062582587,If you are angry what's your facial expression look like just no expression.
42,015,0.5,0.8,0.02,0.4754761904761905,0.12676466347955484,If you are angry what's your facial expression look like just no expression.
43,015,0.5,0.8,0.02,0.47604651162790695,0.12530229228480716,If you are angry what's your facial expression look like just no expression.
44,015,0.5,0.8,0.02,0.47659090909090907,0.12388935764902981,If you are angry what's your facial expression look like just no expression.
45,015,0.5,0.8,0.02,0.4771111111111111,0.12252313737380051,If you are angry what's your facial expression look like just no expression.
46,015,0.5,0.8,0.02,0.4776086956521739,0.12120111445414822,If you are angry what's your facial expression look like just no expression.
47,015,0.04,0.8,0.02,0.4682978723404255,0.13581187674478204,If you are angry what's your facial expression look like just no expression.
48,015,0.5,0.8,0.02,0.4689583333333333,0.13443719696973014,Or like this OK.
49,015,0.5,0.8,0.02,0.4695918367346939,0.13310333053173184,Or like this OK.
50,015,0.5,0.8,0.02,0.4702,0.1318083023615302,Or like this OK.
51,015,0.5,0.8,0.02,0.4707843137254902,0.13055026828398175,Or like this OK.
